Longitude,Latitude
717812.4498454513,-6402383.131148809
717812.4498454513,-6410566.555685019
717812.4498454513,-6418749.980221231
717812.4498454513,-6426933.404757442
717812.4498454513,-6435116.829293652
717812.4498454513,-6443300.253829864
717812.4498454513,-6451483.678366074
717812.4498454513,-6459667.102902286
717812.4498454513,-6467850.527438497
717812.4498454513,-6476033.951974708
717812.4498454513,-6484217.376510919
717812.4498454513,-6492400.80104713
717812.4498454513,-6500584.225583341
717812.4498454513,-6508767.650119552
717812.4498454513,-6516951.074655763
717812.4498454513,-6525134.499191974
717812.4498454513,-6533317.923728185
717812.4498454513,-6541501.348264396
717812.4498454513,-6549684.772800607
717812.4498454513,-6557868.197336818
717812.4498454513,-6566051.6218730295
717812.4498454513,-6574235.04640924
717812.4498454513,-6582418.470945451
717812.4498454513,-6590601.895481662
717812.4498454513,-6598785.320017873
717812.4498454513,-6606968.744554085
717812.4498454513,-6615152.169090295
717812.4498454513,-6623335.593626507
717812.4498454513,-6631519.018162717
717812.4498454513,-6639702.4426989285
717812.4498454513,-6647885.867235139
717812.4498454513,-6656069.29177135
717812.4498454513,-6664252.716307562
717812.4498454513,-6672436.140843772
717812.4498454513,-6680619.565379984
717812.4498454513,-6688802.989916194
717812.4498454513,-6696986.414452406
717812.4498454513,-6705169.838988617
717812.4498454513,-6713353.263524828
717812.4498454513,-6721536.688061039
717812.4498454513,-6729720.112597249
717812.4498454513,-6737903.537133461
717812.4498454513,-6746086.961669671
717812.4498454513,-6754270.386205883
717812.4498454513,-6762453.810742094
717812.4498454513,-6770637.235278305
717812.4498454513,-6778820.659814516
717812.4498454513,-6787004.084350727
717812.4498454513,-6795187.508886938
717812.4498454513,-6803370.933423149
717812.4498454513,-6811554.35795936
717812.4498454513,-6819737.782495571
717812.4498454513,-6827921.207031782
717812.4498454513,-6836104.631567993
717812.4498454513,-6844288.056104205
717812.4498454513,-6852471.480640415
717812.4498454513,-6860654.9051766265
717812.4498454513,-6868838.329712837
717812.4498454513,-6877021.754249048
717812.4498454513,-6885205.178785259
717812.4498454513,-6893388.60332147
717812.4498454513,-6901572.027857682
717812.4498454513,-6909755.452393892
717812.4498454513,-6917938.876930104
717812.4498454513,-6926122.301466314
717812.4498454513,-6934305.726002526
717812.4498454513,-6942489.150538737
717812.4498454513,-6950672.575074947
717812.4498454513,-6958855.999611159
717812.4498454513,-6967039.424147369
717812.4498454513,-6975222.848683581
717812.4498454513,-6983406.273219791
717812.4498454513,-6991589.697756003
717812.4498454513,-6999773.122292214
717812.4498454513,-7007956.546828425
717812.4498454513,-7016139.971364636
717812.4498454513,-7024323.395900846
717812.4498454513,-7032506.820437058
717812.4498454513,-7040690.244973269
717812.4498454513,-7048873.66950948
717812.4498454513,-7057057.094045691
717812.4498454513,-7065240.518581902
717812.4498454513,-7073423.943118113
717812.4498454513,-7081607.367654324
717812.4498454513,-7089790.792190535
717812.4498454513,-7097974.216726746
717812.4498454513,-7106157.641262957
717812.4498454513,-7114341.065799168
717812.4498454513,-7122524.490335379
717812.4498454513,-7130707.91487159
717812.4498454513,-7138891.339407802
717812.4498454513,-7147074.763944012
717812.4498454513,-7155258.1884802235
717812.4498454513,-7163441.613016434
717812.4498454513,-7171625.037552645
717812.4498454513,-7179808.462088856
717812.4498454513,-7187991.886625067
717812.4498454513,-7196175.311161279
717812.4498454513,-7204358.735697489
717812.4498454513,-7212542.160233701
717812.4498454513,-7220725.584769911
717812.4498454513,-7228909.009306123
717812.4498454513,-7237092.433842334
717812.4498454513,-7245275.858378544
717812.4498454513,-7253459.282914756
717812.4498454513,-7261642.707450966
717812.4498454513,-7269826.131987178
717812.4498454513,-7278009.556523389
717812.4498454513,-7286192.9810596
717812.4498454513,-7294376.405595811
717812.4498454513,-7302559.830132022
717812.4498454513,-7310743.254668233
717812.4498454513,-7318926.6792044435
717812.4498454513,-7327110.103740655
717812.4498454513,-7335293.528276866
717812.4498454513,-7343476.952813077
717812.4498454513,-7351660.377349288
717812.4498454513,-7359843.801885499
717812.4498454513,-7368027.22642171
717812.4498454513,-7376210.6509579215
717812.4498454513,-7384394.075494132
717812.4498454513,-7392577.500030343
717812.4498454513,-7400760.924566554
717812.4498454513,-7408944.349102765
717812.4498454513,-7417127.773638976
717812.4498454513,-7425311.198175187
717812.4498454513,-7433494.622711399
717812.4498454513,-7441678.047247609
717812.4498454513,-7449861.471783821
717812.4498454513,-7458044.896320031
717812.4498454513,-7466228.320856242
717812.4498454513,-7474411.745392454
717812.4498454513,-7482595.169928664
717812.4498454513,-7490778.594464876
717812.4498454513,-7498962.019001086
717812.4498454513,-7507145.443537298
717812.4498454513,-7515328.868073508
717812.4498454513,-7523512.29260972
717812.4498454513,-7531695.717145931
717812.4498454513,-7539879.141682141
717812.4498454513,-7548062.566218353
717812.4498454513,-7556245.990754563
717812.4498454513,-7564429.415290775
717812.4498454513,-7572612.839826986
717812.4498454513,-7580796.264363197
717812.4498454513,-7588979.688899408
717812.4498454513,-7597163.113435619
717812.4498454513,-9242031.445214035
725995.8743816622,-3358149.2036783057
725995.8743816622,-3366332.6282145167
725995.8743816622,-3374516.0527507276
725995.8743816622,-3382699.4772869386
725995.8743816622,-3390882.9018231495
725995.8743816622,-3399066.3263593605
725995.8743816622,-3407249.750895572
725995.8743816622,-3415433.175431783
725995.8743816622,-3423616.599967994
725995.8743816622,-3431800.0245042047
725995.8743816622,-3439983.4490404157
725995.8743816622,-3448166.8735766266
725995.8743816622,-3456350.298112838
725995.8743816622,-3464533.722649049
725995.8743816622,-3472717.14718526
725995.8743816622,-3480900.571721471
725995.8743816622,-3489083.996257682
725995.8743816622,-3497267.4207938933
725995.8743816622,-3505450.845330104
725995.8743816622,-3513634.269866315
725995.8743816622,-3521817.694402526
725995.8743816622,-3530001.118938737
725995.8743816622,-3538184.543474948
725995.8743816622,-3546367.9680111594
725995.8743816622,-3554551.3925473704
725995.8743816622,-3562734.8170835814
725995.8743816622,-3570918.2416197923
725995.8743816622,-3579101.6661560033
725995.8743816622,-3587285.090692214
725995.8743816622,-3595468.5152284256
725995.8743816622,-3603651.9397646366
725995.8743816622,-3611835.3643008475
725995.8743816622,-3620018.7888370585
725995.8743816622,-3628202.2133732694
725995.8743816622,-3636385.6379094804
725995.8743816622,-3644569.062445692
725995.8743816622,-3652752.4869819027
725995.8743816622,-3660935.9115181137
725995.8743816622,-3669119.3360543246
725995.8743816622,-3677302.7605905356
725995.8743816622,-3685486.1851267465
725995.8743816622,-3693669.609662958
725995.8743816622,-3701853.034199169
725995.8743816622,-3710036.45873538
725995.8743816622,-3718219.883271591
725995.8743816622,-3726403.3078078018
725995.8743816622,-3734586.7323440127
725995.8743816622,-3742770.156880224
725995.8743816622,-3750953.581416435
725995.8743816622,-3759137.005952646
725995.8743816622,-3767320.430488857
725995.8743816622,-3775503.855025068
725995.8743816622,-3783687.279561279
725995.8743816622,-3791870.7040974903
725995.8743816622,-3800054.1286337012
725995.8743816622,-3808237.553169912
725995.8743816622,-3816420.977706123
725995.8743816622,-3824604.402242334
725995.8743816622,-3832787.826778545
725995.8743816622,-3840971.2513147565
725995.8743816622,-3849154.6758509674
725995.8743816622,-3857338.1003871784
725995.8743816622,-3865521.5249233893
725995.8743816622,-3873704.9494596003
725995.8743816622,-3881888.373995811
725995.8743816622,-3890071.7985320226
725995.8743816622,-3898255.2230682336
725995.8743816622,-3906438.6476044445
725995.8743816622,-3914622.0721406555
725995.8743816622,-3922805.496676867
725995.8743816622,-3930988.9212130774
725995.8743816622,-3939172.345749289
725995.8743816622,-3947355.7702854993
725995.8743816622,-3955539.1948217107
725995.8743816622,-3963722.619357922
725995.8743816622,-3971906.0438941326
725995.8743816622,-3980089.468430344
725995.8743816622,-3988272.8929665545
725995.8743816622,-3996456.317502766
725995.8743816622,-4004639.7420389773
725995.8743816622,-4012823.166575188
725995.8743816622,-4021006.5911113992
725995.8743816622,-4029190.0156476097
725995.8743816622,-4037373.440183821
725995.8743816622,-4045556.8647200316
725995.8743816622,-4053740.289256243
725995.8743816622,-4061923.7137924545
725995.8743816622,-4070107.138328665
725995.8743816622,-4078290.5628648764
725995.8743816622,-4086473.987401087
725995.8743816622,-4094657.4119372983
725995.8743816622,-4102840.8364735097
725995.8743816622,-4111024.26100972
725995.8743816622,-4119207.6855459316
725995.8743816622,-4127391.110082142
725995.8743816622,-4135574.5346183535
725995.8743816622,-4143757.959154564
725995.8743816622,-4151941.3836907754
725995.8743816622,-4160124.808226987
725995.8743816622,-4168308.2327631973
725995.8743816622,-4176491.6572994087
725995.8743816622,-4184675.081835619
725995.8743816622,-4192858.5063718306
725995.8743816622,-4201041.930908042
725995.8743816622,-4209225.3554442525
725995.8743816622,-4217408.779980464
725995.8743816622,-4225592.204516674
725995.8743816622,-4233775.629052886
725995.8743816622,-4241959.053589096
725995.8743816622,-4250142.478125308
725995.8743816622,-4258325.902661519
725995.8743816622,-4266509.32719773
725995.8743816622,-4274692.751733941
725995.8743816622,-4282876.1762701515
725995.8743816622,-4291059.600806363
725995.8743816622,-4299243.025342574
725995.8743816622,-4307426.449878785
725995.8743816622,-4315609.874414996
725995.8743816622,-4323793.298951207
725995.8743816622,-4331976.723487418
725995.8743816622,-4340160.14802363
725995.8743816622,-4348343.57255984
725995.8743816622,-4356526.997096051
725995.8743816622,-4364710.421632262
725995.8743816622,-4372893.846168473
725995.8743816622,-4381077.270704684
725995.8743816622,-4389260.695240895
725995.8743816622,-4397444.119777107
725995.8743816622,-4405627.544313317
725995.8743816622,-4413810.968849529
725995.8743816622,-4421994.393385739
725995.8743816622,-4430177.8179219505
725995.8743816622,-4438361.242458162
725995.8743816622,-4446544.666994372
725995.8743816622,-4454728.091530584
725995.8743816622,-4462911.516066794
725995.8743816622,-4471094.940603006
725995.8743816622,-4479278.365139216
725995.8743816622,-4487461.789675428
725995.8743816622,-4495645.214211639
725995.8743816622,-4503828.6387478495
725995.8743816622,-4512012.063284061
725995.8743816622,-4520195.487820271
725995.8743816622,-4528378.912356483
725995.8743816622,-4536562.336892694
725995.8743816622,-4544745.761428905
725995.8743816622,-4552929.185965116
725995.8743816622,-4561112.610501327
725995.8743816622,-4569296.035037538
725995.8743816622,-4577479.4595737485
725995.8743816622,-4585662.88410996
725995.8743816622,-4593846.308646171
725995.8743816622,-4602029.733182382
725995.8743816622,-4610213.157718593
725995.8743816622,-4618396.582254804
725995.8743816622,-4626580.006791015
725995.8743816622,-4634763.431327227
725995.8743816622,-4642946.855863437
725995.8743816622,-4651130.2803996485
725995.8743816622,-4659313.704935859
725995.8743816622,-4667497.12947207
725995.8743816622,-4675680.554008281
725995.8743816622,-4683863.978544492
725995.8743816622,-4692047.403080704
725995.8743816622,-4700230.827616914
725995.8743816622,-4708414.252153126
725995.8743816622,-4716597.676689336
725995.8743816622,-4724781.1012255475
725995.8743816622,-4732964.525761759
725995.8743816622,-4741147.950297969
725995.8743816622,-4749331.374834181
725995.8743816622,-4757514.799370391
725995.8743816622,-4765698.223906603
725995.8743816622,-4773881.648442814
725995.8743816622,-4782065.072979025
725995.8743816622,-4790248.497515236
725995.8743816622,-4798431.9220514465
725995.8743816622,-4806615.346587658
725995.8743816622,-4814798.771123868
725995.8743816622,-4822982.19566008
725995.8743816622,-4831165.620196291
725995.8743816622,-4839349.044732502
725995.8743816622,-4847532.469268713
725995.8743816622,-4855715.893804924
725995.8743816622,-4863899.318341135
725995.8743816622,-4872082.742877346
725995.8743816622,-4880266.167413557
725995.8743816622,-4888449.591949768
725995.8743816622,-4896633.016485979
725995.8743816622,-4904816.44102219
725995.8743816622,-4912999.865558401
725995.8743816622,-4921183.290094612
725995.8743816622,-4929366.714630824
725995.8743816622,-4937550.139167034
725995.8743816622,-4945733.5637032455
725995.8743816622,-4953916.988239456
725995.8743816622,-4962100.412775667
725995.8743816622,-4970283.837311879
725995.8743816622,-4978467.261848089
725995.8743816622,-4986650.686384301
725995.8743816622,-4994834.110920511
725995.8743816622,-5003017.535456723
725995.8743816622,-5011200.959992933
725995.8743816622,-5019384.3845291445
725995.8743816622,-5027567.809065356
725995.8743816622,-5035751.233601566
725995.8743816622,-5043934.658137778
725995.8743816622,-5052118.082673988
725995.8743816622,-5060301.5072102
725995.8743816622,-5068484.931746411
725995.8743816622,-5076668.356282622
725995.8743816622,-5084851.780818833
725995.8743816622,-5093035.2053550435
725995.8743816622,-5101218.629891255
725995.8743816622,-5109402.054427465
725995.8743816622,-5117585.478963677
725995.8743816622,-5125768.903499888
725995.8743816622,-5133952.328036099
725995.8743816622,-5142135.75257231
725995.8743816622,-5150319.177108521
725995.8743816622,-5158502.601644732
725995.8743816622,-5166686.0261809435
725995.8743816622,-5174869.450717154
725995.8743816622,-5183052.875253365
725995.8743816622,-5191236.299789576
725995.8743816622,-5199419.724325787
725995.8743816622,-5207603.148861999
725995.8743816622,-5215786.573398209
725995.8743816622,-5223969.997934421
725995.8743816622,-5232153.422470631
725995.8743816622,-5240336.8470068425
725995.8743816622,-5248520.271543053
725995.8743816622,-5256703.696079264
725995.8743816622,-5264887.120615476
725995.8743816622,-5273070.545151686
725995.8743816622,-5281253.969687898
725995.8743816622,-5289437.394224108
725995.8743816622,-5297620.81876032
725995.8743816622,-5305804.243296531
725995.8743816622,-5313987.6678327415
725995.8743816622,-5322171.092368953
725995.8743816622,-5330354.516905163
725995.8743816622,-5338537.941441375
725995.8743816622,-5346721.365977585
725995.8743816622,-5354904.790513797
725995.8743816622,-5363088.215050008
725995.8743816622,-5371271.639586219
725995.8743816622,-5379455.06412243
725995.8743816622,-5387638.4886586405
725995.8743816622,-5395821.913194852
725995.8743816622,-5404005.337731063
725995.8743816622,-5412188.762267274
725995.8743816622,-5420372.186803485
725995.8743816622,-5428555.611339696
725995.8743816622,-5436739.035875907
725995.8743816622,-5444922.460412118
725995.8743816622,-5453105.884948329
725995.8743816622,-5461289.3094845405
725995.8743816622,-5469472.734020751
725995.8743816622,-9250214.869750246
725995.8743816622,-9258398.294286458
734179.2989178733,-1230458.824263438
734179.2989178733,-1238642.2487996488
734179.2989178733,-1246825.67333586
734179.2989178733,-1255009.097872071
734179.2989178733,-1263192.522408282
734179.2989178733,-1271375.946944493
734179.2989178733,-1279559.371480704
734179.2989178733,-1287742.796016915
734179.2989178733,-1295926.2205531262
734179.2989178733,-1304109.6450893371
734179.2989178733,-1312293.069625548
734179.2989178733,-1320476.4941617593
734179.2989178733,-1328659.9186979702
734179.2989178733,-1336843.3432341812
734179.2989178733,-1345026.7677703924
734179.2989178733,-1353210.1923066033
734179.2989178733,-1361393.6168428143
734179.2989178733,-1369577.0413790254
734179.2989178733,-1377760.4659152364
734179.2989178733,-1385943.8904514473
734179.2989178733,-1394127.3149876585
734179.2989178733,-1402310.7395238695
734179.2989178733,-1410494.1640600804
734179.2989178733,-1418677.5885962916
734179.2989178733,-1426861.0131325026
734179.2989178733,-1435044.4376687135
734179.2989178733,-1443227.8622049247
734179.2989178733,-1451411.2867411356
734179.2989178733,-1459594.7112773466
734179.2989178733,-1467778.1358135578
734179.2989178733,-1475961.5603497687
734179.2989178733,-1484144.9848859797
734179.2989178733,-1492328.4094221909
734179.2989178733,-1500511.8339584018
734179.2989178733,-1508695.2584946128
734179.2989178733,-1516878.683030824
734179.2989178733,-1525062.107567035
734179.2989178733,-1533245.5321032458
734179.2989178733,-1541428.956639457
734179.2989178733,-1549612.381175668
734179.2989178733,-1557795.805711879
734179.2989178733,-1565979.23024809
734179.2989178733,-1574162.654784301
734179.2989178733,-1582346.079320512
734179.2989178733,-1590529.5038567232
734179.2989178733,-1598712.9283929341
734179.2989178733,-1606896.3529291453
734179.2989178733,-1615079.7774653563
734179.2989178733,-1623263.2020015672
734179.2989178733,-1631446.6265377784
734179.2989178733,-1639630.0510739894
734179.2989178733,-1647813.4756102003
734179.2989178733,-1655996.9001464115
734179.2989178733,-1664180.3246826224
734179.2989178733,-1672363.7492188334
734179.2989178733,-1680547.1737550446
734179.2989178733,-1688730.5982912555
734179.2989178733,-1696914.0228274665
734179.2989178733,-1705097.4473636777
734179.2989178733,-1713280.8718998886
734179.2989178733,-1721464.2964360996
734179.2989178733,-1729647.7209723108
734179.2989178733,-1737831.1455085217
734179.2989178733,-1746014.5700447327
734179.2989178733,-1754197.9945809438
734179.2989178733,-1762381.4191171548
734179.2989178733,-1770564.8436533657
734179.2989178733,-1778748.268189577
734179.2989178733,-1786931.6927257879
734179.2989178733,-1795115.1172619988
734179.2989178733,-1803298.54179821
734179.2989178733,-1811481.966334421
734179.2989178733,-1819665.3908706321
734179.2989178733,-1827848.815406843
734179.2989178733,-1836032.239943054
734179.2989178733,-1844215.664479265
734179.2989178733,-1852399.089015476
734179.2989178733,-1860582.5135516874
734179.2989178733,-1868765.9380878983
734179.2989178733,-1876949.3626241093
734179.2989178733,-1885132.7871603202
734179.2989178733,-1893316.2116965312
734179.2989178733,-1901499.636232742
734179.2989178733,-1909683.0607689535
734179.2989178733,-1917866.4853051645
734179.2989178733,-1926049.9098413754
734179.2989178733,-1934233.3343775864
734179.2989178733,-1942416.7589137973
734179.2989178733,-1950600.1834500083
734179.2989178733,-1958783.6079862197
